Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.0595        -331.6451    -335.1984       3.5532   376.6
1.0600        -331.6542    -335.1434       3.4892   369.8
1.0605        -331.6628    -335.0830       3.4202   362.5
1.0610        -331.6718    -335.0266       3.3549   355.5
1.0615        -331.6808    -334.9813       3.3004   349.8
1.0620        -331.6895    -334.9550       3.2655   346.1
1.0625        -331.6976    -334.9594       3.2618   345.7
1.0630        -331.7069    -335.0080       3.3010   349.8
1.0635        -331.7175    -335.0993       3.3818   358.4
1.0640        -331.7299    -335.2130       3.4831   369.1
1.0645        -331.7424    -335.3120       3.5696   378.3
1.0650        -331.7542    -335.3637       3.6095   382.5
1.0655        -331.7645    -335.3586       3.5941   380.9
1.0660        -331.7738    -335.3172       3.5434   375.5
1.0665        -331.7849    -335.2746       3.4897   369.8
1.0670        -331.7977    -335.2482       3.4506   365.7
1.0675        -331.8107    -335.2350       3.4243   362.9
1.0680        -331.8232    -335.2265       3.4033   360.7
1.0685        -331.8358    -335.2206       3.3848   358.7
1.0690        -331.8485    -335.2184       3.3699   357.1
1.0695        -331.8624    -335.2152       3.3528   355.3
1.0700        -331.8760    -335.1955       3.3195   351.8
1.0705        -331.8886    -335.1473       3.2586   345.3
1.0710        -331.8994    -335.0730       3.1736   336.3
1.0715        -331.9091    -334.9986       3.0895   327.4
1.0720        -331.9190    -334.9604       3.0414   322.3
1.0725        -331.9299    -334.9837       3.0538   323.6
1.0730        -331.9429    -335.0701       3.1273   331.4
1.0735        -331.9570    -335.1925       3.2355   342.9
1.0740        -331.9711    -335.3079       3.3368   353.6
1.0745        -331.9851    -335.3781       3.3929   359.6
1.0750        -331.9972    -335.3781       3.3809   358.3
1.0755        -332.0077    -335.3115       3.3037   350.1
1.0760        -332.0167    -335.2076       3.1909   338.2
1.0765        -332.0258    -335.1119       3.0860   327.1
1.0770        -332.0358    -335.0627       3.0270   320.8
1.0775        -332.0470    -335.0758       3.0288   321.0
1.0780        -332.0591    -335.1405       3.0813   326.6
1.0785        -332.0715    -335.2307       3.1592   334.8
1.0790        -332.0832    -335.3168       3.2336   342.7
1.0795        -332.0949    -335.3770       3.2821   347.8
1.0800        -332.1061    -335.3976       3.2915   348.8
1.0805        -332.1173    -335.3753       3.2580   345.3
1.0810        -332.1279    -335.3124       3.1845   337.5
1.0815        -332.1375    -335.2184       3.0809   326.5
1.0820        -332.1462    -335.1099       2.9637   314.1
1.0825        -332.1537    -335.0097       2.8560   302.7
1.0830        -332.1609    -334.9465       2.7857   295.2
1.0835        -332.1681    -334.9434       2.7754   294.1
1.0840        -332.1760    -335.0099       2.8338   300.3
1.0845        -332.1858    -335.1334       2.9476   312.4
1.0850        -332.1959    -335.2749       3.0789   326.3
1.0855        -332.2054    -335.3862       3.1807   337.1
1.0860        -332.2127    -335.4316       3.2189   341.1
1.0865        -332.2185    -335.4064       3.1879   337.8
1.0870        -332.2227    -335.3331       3.1104   329.6
1.0875        -332.2271    -335.2530       3.0259   320.7
1.0880        -332.2329    -335.2000       2.9672   314.5
1.0885        -332.2395    -335.1826       2.9431   311.9
1.0890        -332.2457    -335.1888       2.9431   311.9
1.0895        -332.2510    -335.2040       2.9530   312.9
1.0900        -332.2553    -335.2236       2.9683   314.6
1.0905        -332.2590    -335.2539       2.9948   317.4
1.0910        -332.2643    -335.2990       3.0346   321.6
1.0915        -332.2699    -335.3443       3.0744   325.8
1.0920        -332.2748    -335.3658       3.0910   327.6
1.0925        -332.2780    -335.3483       3.0703   325.4
1.0930        -332.2798    -335.2982       3.0184   319.9
1.0935        -332.2810    -335.2390       2.9579   313.5
1.0940        -332.2829    -335.1980       2.9151   308.9
1.0945        -332.2854    -335.1904       2.9050   307.9
1.0950        -332.2883    -335.2141       2.9259   310.1
1.0955        -332.2908    -335.2560       2.9652   314.2
1.0960        -332.2928    -335.3003       3.0075   318.7
1.0965        -332.2936    -335.3369       3.0433   322.5
1.0970        -332.2938    -335.3671       3.0732   325.7
1.0975        -332.2941    -335.3977       3.1036   328.9
1.0980        -332.2942    -335.4335       3.1393   332.7
1.0985        -332.2942    -335.4772       3.1830   337.3
1.0990        -332.2942    -335.5306       3.2364   343.0
1.0995        -332.2947    -335.5931       3.2984   349.6
1.1000        -332.2951    -335.6590       3.3639   356.5
1.1005        -332.2960    -335.7230       3.4269   363.2
1.1010        -332.2970    -335.7770       3.4799   368.8
1.1015        -332.2978    -335.8135       3.5157   372.6
1.1020        -332.2997    -335.8277       3.5280   373.9
1.1025        -332.3008    -335.8143       3.5135   372.4
1.1030        -332.3019    -335.7790       3.4771   368.5
1.1035        -332.3030    -335.7329       3.4299   363.5
1.1040        -332.3049    -335.6899       3.3850   358.7
1.1045        -332.3070    -335.6587       3.3518   355.2
1.1050        -332.3095    -335.6453       3.3358   353.5
1.1055        -332.3123    -335.6500       3.3377   353.7
1.1060        -332.3154    -335.6699       3.3545   355.5
1.1065        -332.3187    -335.6991       3.3805   358.3
1.1070        -332.3223    -335.7293       3.4070   361.1
1.1075        -332.3262    -335.7514       3.4253   363.0
1.1080        -332.3297    -335.7577       3.4280   363.3
1.1085        -332.3334    -335.7460       3.4127   361.7
1.1090        -332.3364    -335.7216       3.3851   358.7
1.1095        -332.3393    -335.6967       3.3574   355.8
1.1100        -332.3425    -335.6887       3.3462   354.6
1.1105        -332.3468    -335.7120       3.3652   356.6
1.1110        -332.3524    -335.7636       3.4112   361.5
1.1115        -332.3581    -335.8250       3.4669   367.4
1.1120        -332.3639    -335.8756       3.5117   372.2
1.1125        -332.3696    -335.9014       3.5319   374.3
1.1130        -332.3746    -335.9013       3.5266   373.7
1.1135        -332.3798    -335.8848       3.5050   371.4
1.1140        -332.3862    -335.8627       3.4765   368.4
1.1145        -332.3936    -335.8358       3.4422   364.8
1.1150        -332.4005    -335.7970       3.3965   360.0
1.1155        -332.4072    -335.7405       3.3332   353.2
1.1160        -332.4135    -335.6674       3.2539   344.8
1.1165        -332.4187    -335.5891       3.1705   336.0
1.1170        -332.4238    -335.5260       3.1022   328.8
1.1175        -332.4291    -335.4979       3.0688   325.2
1.1180        -332.4351    -335.5158       3.0807   326.5
1.1185        -332.4419    -335.5743       3.1325   332.0
1.1190        -332.4489    -335.6535       3.2046   339.6
1.1195        -332.4562    -335.7278       3.2716   346.7
1.1200        -332.4621    -335.7763       3.3142   351.2
1.1205        -332.4678    -335.7928       3.3249   352.4
1.1210        -332.4731    -335.7815       3.3084   350.6
1.1215        -332.4782    -335.7550       3.2768   347.3
1.1220        -332.4838    -335.7252       3.2414   343.5
1.1225        -332.4898    -335.7002       3.2104   340.2
1.1230        -332.4961    -335.6802       3.1841   337.4
1.1235        -332.5022    -335.6597       3.1575   334.6
1.1240        -332.5078    -335.6346       3.1268   331.4
1.1245        -332.5138    -335.6033       3.0896   327.4
1.1250        -332.5192    -335.5602       3.0410   322.3
1.1255        -332.5240    -335.5000       2.9760   315.4
1.1260        -332.5280    -335.4224       2.8944   306.7
1.1265        -332.5309    -335.3337       2.8028   297.0
1.1270        -332.5323    -335.2506       2.7183   288.1
1.1275        -332.5335    -335.1984       2.6649   282.4
1.1280        -332.5358    -335.1942       2.6584   281.7
1.1285        -332.5382    -335.2337       2.6955   285.7
1.1290        -332.5403    -335.2987       2.7584   292.3
1.1295        -332.5420    -335.3666       2.8246   299.3
1.1300        -332.5424    -335.4156       2.8732   304.5
1.1305        -332.5415    -335.4359       2.8944   306.7
1.1310        -332.5399    -335.4304       2.8905   306.3
1.1315        -332.5371    -335.4116       2.8746   304.6
1.1320        -332.5341    -335.4015       2.8674   303.9
1.1325        -332.5309    -335.4214       2.8905   306.3
1.1330        -332.5288    -335.4835       2.9547   313.1
1.1335        -332.5276    -335.5769       3.0493   323.2
1.1340        -332.5265    -335.6727       3.1461   333.4
1.1345        -332.5247    -335.7371       3.2124   340.4
1.1350        -332.5215    -335.7447       3.2232   341.6
1.1355        -332.5167    -335.6884       3.1717   336.1
1.1360        -332.5110    -335.5850       3.0740   325.8
1.1365        -332.5045    -335.4669       2.9624   314.0
1.1370        -332.4987    -335.3731       2.8744   304.6
1.1375        -332.4940    -335.3285       2.8346   300.4
1.1380        -332.4903    -335.3363       2.8460   301.6
1.1385        -332.4864    -335.3793       2.8929   306.6
1.1390        -332.4818    -335.4327       2.9509   312.7
1.1395        -332.4761    -335.4750       2.9989   317.8
1.1400        -332.4698    -335.4938       3.0240   320.5
1.1405        -332.4626    -335.4843       3.0216   320.2
1.1410        -332.4546    -335.4505       2.9960   317.5
1.1415        -332.4458    -335.4066       2.9608   313.8
1.1420        -332.4370    -335.3725       2.9355   311.1
1.1425        -332.4287    -335.3644       2.9357   311.1
1.1430        -332.4212    -335.3848       2.9636   314.1
1.1435        -332.4140    -335.4185       3.0044   318.4
1.1440        -332.4062    -335.4400       3.0338   321.5
1.1445        -332.3966    -335.4287       3.0321   321.3
1.1450        -332.3855    -335.3859       3.0003   318.0
1.1455        -332.3746    -335.3309       2.9563   313.3
1.1460        -332.3641    -335.2806       2.9164   309.1
1.1465        -332.3543    -335.2409       2.8866   305.9
1.1470        -332.3441    -335.2054       2.8613   303.2
1.1475        -332.3327    -335.1672       2.8345   300.4
1.1480        -332.3202    -335.1301       2.8098   297.8
1.1485        -332.3068    -335.1114       2.8046   297.2
1.1490        -332.2939    -335.1323       2.8384   300.8
1.1495        -332.2818    -335.1989       2.9171   309.1
1.1500        -332.2695    -335.2966       3.0271   320.8
1.1505        -332.2559    -335.4002       3.1443   333.2
1.1510        -332.2404    -335.4921       3.2516   344.6
1.1515        -332.2237    -335.5727       3.3489   354.9
1.1520        -332.2071    -335.6540       3.4469   365.3
1.1525        -332.1914    -335.7411       3.5497   376.2
1.1530        -332.1766    -335.8207       3.6442   386.2
1.1535        -332.1611    -335.8687       3.7076   392.9
1.1540        -332.1461    -335.8677       3.7216   394.4
1.1545        -332.1298    -335.8114       3.6816   390.2
1.1550        -332.1130    -335.7192       3.6062   382.2
1.1555        -332.0963    -335.6310       3.5347   374.6
1.1560        -332.0821    -335.5888       3.5066   371.6
1.1565        -332.0713    -335.6060       3.5346   374.6
1.1570        -332.0622    -335.6549       3.5927   380.7
1.1575        -332.0532    -335.6838       3.6306   384.8
1.1580        -332.0425    -335.6447       3.6022   381.8
1.1585        -332.0302    -335.5217       3.4915   370.0
1.1590        -332.0172    -335.3347       3.3175   351.6
1.1595        -332.0044    -335.1253       3.1209   330.7
1.1600        -331.9921    -334.9425       2.9504   312.7
1.1605        -331.9811    -334.8312       2.8501   302.0
1.1610        -331.9711    -334.8203       2.8492   301.9
1.1615        -331.9620    -334.9165       2.9545   313.1
1.1620        -331.9538    -335.1012       3.1474   333.6
1.1625        -331.9457    -335.3297       3.3840   358.6
1.1630        -331.9371    -335.5419       3.6048   382.0
1.1635        -331.9270    -335.6791       3.7521   397.6
1.1640        -331.9160    -335.7023       3.7863   401.3
1.1645        -331.9029    -335.6012       3.6982   391.9
1.1650        -331.8888    -335.4046       3.5158   372.6
1.1655        -331.8738    -335.1754       3.3015   349.9
1.1660        -331.8602    -334.9973       3.1371   332.5
1.1665        -331.8508    -334.9385       3.0877   327.2
1.1670        -331.8450    -335.0084       3.1635   335.3
1.1675        -331.8404    -335.1550       3.3146   351.3
1.1680        -331.8345    -335.2992       3.4647   367.2
1.1685        -331.8251    -335.3773       3.5522   376.5
1.1690        -331.8142    -335.3709       3.5567   376.9
1.1695        -331.8023    -335.2985       3.4962   370.5
1.1700        -331.7913    -335.1991       3.4078   361.2
1.1705        -331.7809    -335.1102       3.3293   352.8
1.1710        -331.7722    -335.0613       3.2891   348.6
1.1715        -331.7645    -335.0631       3.2986   349.6
1.1720        -331.7575    -335.1091       3.3516   355.2
1.1725        -331.7506    -335.1836       3.4331   363.8
1.1730        -331.7438    -335.2686       3.5248   373.5
1.1735        -331.7370    -335.3459       3.6089   382.5
1.1740        -331.7302    -335.4012       3.6710   389.0
1.1745        -331.7232    -335.4279       3.7047   392.6
1.1750        -331.7167    -335.4291       3.7124   393.4
1.1755        -331.7106    -335.4104       3.6998   392.1
1.1760        -331.7050    -335.3786       3.6736   389.3
1.1765        -331.7010    -335.3366       3.6356   385.3
1.1770        -331.6968    -335.2809       3.5841   379.8
1.1775        -331.6927    -335.2139       3.5212   373.2
1.1780        -331.6890    -335.1443       3.4553   366.2
1.1785        -331.6858    -335.0811       3.3953   359.8
1.1790        -331.6827    -335.0297       3.3470   354.7
1.1795        -331.6791    -334.9971       3.3180   351.6
1.1800        -331.6756    -334.9969       3.3213   352.0
1.1805        -331.6737    -335.0396       3.3659   356.7
1.1810        -331.6731    -335.1169       3.4438   365.0
1.1815        -331.6729    -335.2033       3.5304   374.1
1.1820        -331.6728    -335.2691       3.5963   381.1
1.1825        -331.6718    -335.2931       3.6214   383.8
1.1830        -331.6700    -335.2759       3.6059   382.1
1.1835        -331.6681    -335.2379       3.5697   378.3
1.1840        -331.6671    -335.2064       3.5394   375.1
1.1845        -331.6668    -335.2053       3.5385   375.0
1.1850        -331.6681    -335.2467       3.5786   379.3
1.1855        -331.6713    -335.3223       3.6510   386.9
1.1860        -331.6756    -335.4047       3.7291   395.2
1.1865        -331.6798    -335.4629       3.7831   400.9
1.1870        -331.6842    -335.4749       3.7907   401.7
1.1875        -331.6883    -335.4302       3.7420   396.6
1.1880        -331.6924    -335.3358       3.6434   386.1
1.1885        -331.6963    -335.2114       3.5151   372.5
1.1890        -331.6997    -335.0911       3.3915   359.4
1.1895        -331.7036    -335.0140       3.3104   350.8
1.1900        -331.7102    -335.0064       3.2962   349.3
1.1905        -331.7173    -335.0641       3.3468   354.7
1.1910        -331.7258    -335.1625       3.4367   364.2
1.1915        -331.7342    -335.2641       3.5299   374.1
1.1920        -331.7423    -335.3374       3.5951   381.0
1.1925        -331.7499    -335.3662       3.6163   383.2
1.1930        -331.7570    -335.3513       3.5943   380.9
1.1935        -331.7634    -335.3092       3.5458   375.8
1.1940        -331.7701    -335.2680       3.4979   370.7
1.1945        -331.7770    -335.2577       3.4807   368.9
1.1950        -331.7857    -335.3054       3.5196   373.0
1.1955        -331.7965    -335.4172       3.6207   383.7
1.1960        -331.8095    -335.5732       3.7637   398.9
1.1965        -331.8238    -335.7306       3.9067   414.0
1.1970        -331.8389    -335.8415       4.0026   424.2
1.1975        -331.8538    -335.8728       4.0190   425.9
1.1980        -331.8683    -335.8149       3.9466   418.2
1.1985        -331.8819    -335.6819       3.8000   402.7
1.1990        -331.8943    -335.5096       3.6153   383.1
1.1995        -331.9073    -335.3501       3.4428   364.9
1.2000        -331.9203    -335.2498       3.3295   352.8
1.2005        -331.9351    -335.2368       3.3017   349.9
1.2010        -331.9521    -335.3101       3.3581   355.9
1.2015        -331.9708    -335.4389       3.4681   367.5
1.2020        -331.9899    -335.5752       3.5853   380.0
1.2025        -332.0089    -335.6762       3.6672   388.6
1.2030        -332.0277    -335.7133       3.6856   390.6
1.2035        -332.0461    -335.6754       3.6293   384.6
1.2040        -332.0631    -335.5697       3.5067   371.6
1.2045        -332.0786    -335.4238       3.3452   354.5
1.2050        -332.0930    -335.2820       3.1890   338.0
1.2055        -332.1076    -335.1920       3.0844   326.9
1.2060        -332.1237    -335.1852       3.0615   324.4
1.2065        -332.1416    -335.2616       3.1201   330.7
1.2070        -332.1612    -335.3892       3.2280   342.1
1.2075        -332.1817    -335.5134       3.3317   353.1
1.2080        -332.2011    -335.5786       3.3775   357.9
1.2085        -332.2184    -335.5520       3.3336   353.3
1.2090        -332.2335    -335.4347       3.2012   339.3
1.2095        -332.2457    -335.2603       3.0145   319.5
1.2100        -332.2568    -335.0868       2.8300   299.9
1.2105        -332.2683    -334.9734       2.7051   286.7
1.2110        -332.2810    -334.9545       2.6735   283.3
1.2115        -332.2955    -335.0281       2.7325   289.6
1.2120        -332.3105    -335.1577       2.8471   301.7
1.2125        -332.3247    -335.2977       2.9730   315.1
1.2130        -332.3379    -335.4155       3.0776   326.2
1.2135        -332.3506    -335.4942       3.1436   333.1
1.2140        -332.3637    -335.5270       3.1632   335.2
1.2145        -332.3760    -335.5090       3.1330   332.0
1.2150        -332.3864    -335.4470       3.0605   324.3
1.2155        -332.3952    -335.3671       2.9718   314.9
1.2160        -332.4031    -335.3112       2.9082   308.2
1.2165        -332.4122    -335.3235       2.9112   308.5
1.2170        -332.4233    -335.4240       3.0007   318.0
1.2175        -332.4369    -335.5960       3.1590   334.8
1.2180        -332.4515    -335.7879       3.3363   353.6
1.2185        -332.4659    -335.9393       3.4734   368.1
1.2190        -332.4787    -336.0044       3.5256   373.6
1.2195        -332.4895    -335.9702       3.4807   368.9
1.2200        -332.4987    -335.8596       3.3609   356.2
1.2205        -332.5067    -335.7191       3.2124   340.4
1.2210        -332.5154    -335.6041       3.0887   327.3
1.2215        -332.5254    -335.5540       3.0286   321.0
1.2220        -332.5365    -335.5799       3.0434   322.5
1.2225        -332.5484    -335.6676       3.1192   330.6
1.2230        -332.5607    -335.7871       3.2264   341.9
1.2235        -332.5730    -335.9052       3.3322   353.1
1.2240        -332.5855    -335.9937       3.4082   361.2
1.2245        -332.5981    -336.0312       3.4331   363.8
1.2250        -332.6097    -336.0067       3.3970   360.0
1.2255        -332.6198    -335.9277       3.3079   350.6
1.2260        -332.6287    -335.8206       3.1919   338.3
1.2265        -332.6367    -335.7270       3.0903   327.5
1.2270        -332.6458    -335.6895       3.0438   322.6
1.2275        -332.6576    -335.7267       3.0691   325.3
1.2280        -332.6705    -335.8177       3.1472   333.5
1.2285        -332.6840    -335.9171       3.2332   342.6
1.2290        -332.6962    -335.9737       3.2775   347.3
1.2295        -332.7062    -335.9593       3.2532   344.8
1.2300        -332.7140    -335.8825       3.1685   335.8
1.2305        -332.7212    -335.7798       3.0586   324.1
1.2310        -332.7289    -335.6922       2.9633   314.0
1.2315        -332.7372    -335.6439       2.9066   308.0
1.2320        -332.7464    -335.6369       2.8905   306.3
1.2325        -332.7551    -335.6540       2.8988   307.2
1.2330        -332.7630    -335.6739       2.9108   308.5
1.2335        -332.7699    -335.6839       2.9140   308.8
1.2340        -332.7763    -335.6828       2.9065   308.0
1.2345        -332.7815    -335.6757       2.8942   306.7
1.2350        -332.7871    -335.6716       2.8845   305.7
1.2355        -332.7923    -335.6748       2.8825   305.5
1.2360        -332.7969    -335.6884       2.8915   306.4
1.2365        -332.8012    -335.7162       2.9150   308.9
1.2370        -332.8055    -335.7605       2.9550   313.2
1.2375        -332.8103    -335.8172       3.0069   318.7
1.2380        -332.8151    -335.8712       3.0561   323.9
1.2385        -332.8188    -335.9071       3.0883   327.3
1.2390        -332.8218    -335.9180       3.0962   328.1
1.2395        -332.8237    -335.9055       3.0818   326.6
1.2400        -332.8255    -335.8809       3.0554   323.8
1.2405        -332.8272    -335.8575       3.0303   321.1
1.2410        -332.8291    -335.8444       3.0153   319.6
1.2415        -332.8309    -335.8427       3.0118   319.2
1.2420        -332.8323    -335.8514       3.0192   320.0
1.2425        -332.8345    -335.8714       3.0369   321.8
1.2430        -332.8369    -335.8956       3.0587   324.2
1.2435        -332.8396    -335.9094       3.0698   325.3
1.2440        -332.8412    -335.8957       3.0545   323.7
1.2445        -332.8415    -335.8475       3.0060   318.6
1.2450        -332.8407    -335.7746       2.9339   310.9
1.2455        -332.8392    -335.6997       2.8605   303.1
1.2460        -332.8375    -335.6510       2.8135   298.2
1.2465        -332.8366    -335.6525       2.8159   298.4
1.2470        -332.8365    -335.7099       2.8734   304.5
1.2475        -332.8373    -335.8061       2.9688   314.6
1.2480        -332.8379    -335.9058       3.0679   325.1
1.2485        -332.8370    -335.9716       3.1346   332.2
1.2490        -332.8344    -335.9832       3.1489   333.7
1.2495        -332.8301    -335.9460       3.1159   330.2
1.2500        -332.8256    -335.8863       3.0608   324.4
1.2505        -332.8213    -335.8337       3.0123   319.2
1.2510        -332.8184    -335.8064       2.9880   316.7
1.2515        -332.8162    -335.8032       2.9870   316.6
1.2520        -332.8135    -335.8098       2.9963   317.5
1.2525        -332.8096    -335.8127       3.0031   318.3
1.2530        -332.8048    -335.8103       3.0054   318.5
1.2535        -332.8006    -335.8101       3.0096   318.9
1.2540        -332.7958    -335.8130       3.0172   319.8
1.2545        -332.7913    -335.8150       3.0237   320.4
1.2550        -332.7858    -335.8107       3.0249   320.6
1.2555        -332.7793    -335.8008       3.0214   320.2
1.2560        -332.7732    -335.7919       3.0187   319.9
1.2565        -332.7667    -335.7915       3.0248   320.6
1.2570        -332.7597    -335.8050       3.0453   322.7
1.2575        -332.7533    -335.8347       3.0814   326.6
1.2580        -332.7466    -335.8762       3.1296   331.7
1.2585        -332.7397    -335.9238       3.1842   337.5
1.2590        -332.7325    -335.9700       3.2375   343.1
1.2595        -332.7247    -336.0082       3.2834   348.0
1.2600        -332.7167    -336.0383       3.3215   352.0
1.2605        -332.7088    -336.0616       3.3528   355.3
1.2610        -332.7009    -336.0799       3.3790   358.1
1.2615        -332.6927    -336.0960       3.4033   360.7
1.2620        -332.6850    -336.1165       3.4315   363.7
1.2625        -332.6781    -336.1448       3.4667   367.4
1.2630        -332.6721    -336.1763       3.5043   371.4
1.2635        -332.6663    -336.1983       3.5321   374.3
1.2640        -332.6607    -336.1938       3.5331   374.4
1.2645        -332.6544    -336.1505       3.4961   370.5
1.2650        -332.6475    -336.0717       3.4241   362.9
1.2655        -332.6407    -335.9748       3.3341   353.3
1.2660        -332.6339    -335.8820       3.2482   344.2
1.2665        -332.6280    -335.8146       3.1867   337.7
1.2670        -332.6228    -335.7844       3.1616   335.1
1.2675        -332.6182    -335.7900       3.1718   336.1
1.2680        -332.6137    -335.8204       3.2067   339.8
1.2685        -332.6090    -335.8604       3.2515   344.6
1.2690        -332.6037    -335.8967       3.2931   349.0
1.2695        -332.5984    -335.9223       3.3238   352.2
1.2700        -332.5934    -335.9322       3.3388   353.8
1.2705        -332.5874    -335.9232       3.3359   353.5
1.2710        -332.5820    -335.8988       3.3167   351.5
1.2715        -332.5764    -335.8595       3.2831   347.9
1.2720        -332.5706    -335.8104       3.2398   343.3
1.2725        -332.5644    -335.7633       3.1988   339.0
1.2730        -332.5584    -335.7323       3.1739   336.4
1.2735        -332.5528    -335.7309       3.1781   336.8
1.2740        -332.5480    -335.7654       3.2174   341.0
1.2745        -332.5436    -335.8279       3.2843   348.1
1.2750        -332.5400    -335.8974       3.3574   355.8
1.2755        -332.5354    -335.9470       3.4116   361.6
1.2760        -332.5299    -335.9625       3.4325   363.8
1.2765        -332.5241    -335.9463       3.4223   362.7
1.2770        -332.5181    -335.9113       3.3932   359.6
1.2775        -332.5135    -335.8693       3.3558   355.6
1.2780        -332.5091    -335.8202       3.3111   350.9
1.2785        -332.5046    -335.7621       3.2575   345.2
1.2790        -332.4993    -335.7010       3.2017   339.3
1.2795        -332.4942    -335.6524       3.1582   334.7
1.2800        -332.4894    -335.6284       3.1389   332.7
1.2805        -332.4862    -335.6293       3.1431   333.1
1.2810        -332.4829    -335.6379       3.1550   334.4
1.2815        -332.4782    -335.6362       3.1580   334.7
1.2820        -332.4726    -335.6224       3.1497   333.8
1.2825        -332.4662    -335.6091       3.1429   333.1
1.2830        -332.4610    -335.6157       3.1547   334.3
1.2835        -332.4566    -335.6442       3.1876   337.8
1.2840        -332.4528    -335.6773       3.2244   341.7
1.2845        -332.4480    -335.6899       3.2419   343.6
1.2850        -332.4414    -335.6706       3.2292   342.2
1.2855        -332.4337    -335.6333       3.1996   339.1
1.2860        -332.4265    -335.6060       3.1795   337.0
1.2865        -332.4204    -335.6103       3.1899   338.1
1.2870        -332.4158    -335.6482       3.2324   342.6
1.2875        -332.4112    -335.7008       3.2896   348.6
1.2880        -332.4063    -335.7425       3.3361   353.6
1.2885        -332.4005    -335.7527       3.3522   355.3
1.2890        -332.3935    -335.7296       3.3362   353.6
1.2895        -332.3864    -335.6894       3.3030   350.0
1.2900        -332.3801    -335.6524       3.2723   346.8
1.2905        -332.3748    -335.6328       3.2580   345.3
1.2910        -332.3701    -335.6313       3.2613   345.6
1.2915        -332.3656    -335.6367       3.2712   346.7
1.2920        -332.3609    -335.6334       3.2725   346.8
1.2925        -332.3554    -335.6105       3.2551   345.0
1.2930        -332.3486    -335.5724       3.2238   341.6
1.2935        -332.3421    -335.5396       3.1975   338.9
1.2940        -332.3362    -335.5320       3.1959   338.7
1.2945        -332.3317    -335.5562       3.2245   341.7
1.2950        -332.3279    -335.5980       3.2701   346.6
1.2955        -332.3232    -335.6312       3.3080   350.6
1.2960        -332.3183    -335.6347       3.3164   351.5
1.2965        -332.3127    -335.5962       3.2835   348.0
1.2970        -332.3055    -335.5170       3.2115   340.3
1.2975        -332.2980    -335.4186       3.1206   330.7
1.2980        -332.2907    -335.3319       3.0411   322.3
1.2985        -332.2851    -335.2809       2.9958   317.5
1.2990        -332.2800    -335.2676       2.9876   316.6
1.2995        -332.2753    -335.2776       3.0024   318.2
1.3000        -332.2699    -335.2884       3.0185   319.9
1.3005        -332.2635    -335.2832       3.0197   320.0
1.3010        -332.2562    -335.2580       3.0019   318.1
1.3015        -332.2479    -335.2198       2.9719   314.9
1.3020        -332.2401    -335.1826       2.9426   311.8
1.3025        -332.2318    -335.1576       2.9258   310.1
1.3030        -332.2237    -335.1529       2.9291   310.4
1.3035        -332.2158    -335.1690       2.9532   313.0
1.3040        -332.2072    -335.2008       2.9936   317.3
1.3045        -332.1982    -335.2445       3.0462   322.8
1.3050        -332.1889    -335.2958       3.1069   329.3
1.3055        -332.1794    -335.3500       3.1706   336.0
1.3060        -332.1689    -335.3996       3.2307   342.4
1.3065        -332.1584    -335.4399       3.2815   347.8
1.3070        -332.1470    -335.4713       3.3243   352.3
1.3075        -332.1359    -335.5028       3.3669   356.8
1.3080        -332.1244    -335.5402       3.4158   362.0
1.3085        -332.1136    -335.5874       3.4738   368.1
1.3090        -332.1033    -335.6413       3.5380   375.0
1.3095        -332.0934    -335.6931       3.5997   381.5
1.3100        -332.0837    -335.7326       3.6490   386.7
1.3105        -332.0741    -335.7505       3.6765   389.6
1.3110        -332.0646    -335.7409       3.6763   389.6
1.3115        -332.0551    -335.7067       3.6516   387.0
1.3120        -332.0460    -335.6595       3.6135   382.9
1.3125        -332.0378    -335.6156       3.5778   379.2
1.3130        -332.0304    -335.5889       3.5586   377.1
1.3135        -332.0244    -335.5841       3.5596   377.2
1.3140        -332.0199    -335.5913       3.5714   378.5
1.3145        -332.0158    -335.5880       3.5722   378.6
1.3150        -332.0107    -335.5490       3.5383   375.0
1.3155        -332.0045    -335.4685       3.4640   367.1
1.3160        -331.9979    -335.3664       3.3684   357.0
1.3165        -331.9922    -335.2746       3.2824   347.9
1.3170        -331.9879    -335.2149       3.2270   342.0
1.3175        -331.9848    -335.1875       3.2027   339.4
1.3180        -331.9814    -335.1772       3.1959   338.7
1.3185        -331.9770    -335.1707       3.1937   338.5
1.3190        -331.9725    -335.1648       3.1923   338.3
1.3195        -331.9683    -335.1601       3.1918   338.3
1.3200        -331.9638    -335.1538       3.1900   338.1
1.3205        -331.9590    -335.1446       3.1856   337.6
1.3210        -331.9536    -335.1374       3.1839   337.4
1.3215        -331.9480    -335.1440       3.1960   338.7
1.3220        -331.9427    -335.1776       3.2350   342.8
1.3225        -331.9380    -335.2453       3.3073   350.5
1.3230        -331.9338    -335.3431       3.4092   361.3
1.3235        -331.9301    -335.4578       3.5277   373.9
1.3240        -331.9268    -335.5693       3.6425   386.0
1.3245        -331.9236    -335.6539       3.7303   395.3
1.3250        -331.9208    -335.6913       3.7705   399.6
1.3255        -331.9169    -335.6710       3.7541   397.8
1.3260        -331.9124    -335.6061       3.6937   391.5
1.3265        -331.9084    -335.5290       3.6206   383.7
1.3270        -331.9056    -335.4755       3.5699   378.3
1.3275        -331.9048    -335.4691       3.5643   377.7
